mq2,mq7,temp,humidity,air_quality
378,173,31,63,Harmful
108,59,33,41,Safe
238,136,42,54,Moderate
136,21,39,32,Safe
272,114,41,63,Moderate
371,165,42,47,Harmful
339,259,37,30,Harmful
407,157,27,69,Harmful
243,121,38,68,Moderate
345,235,33,53,Harmful
143,26,33,72,Safe
179,29,27,52,Safe
142,25,29,42,Safe
211,106,29,66,Moderate
410,181,25,41,Harmful
111,61,28,50,Safe
441,258,30,60,Harmful
132,44,42,71,Safe
206,81,26,70,Moderate
376,239,41,49,Harmful
226,77,30,74,Moderate
368,178,42,72,Harmful
102,58,36,30,Safe
154,42,27,57,Safe
326,202,37,65,Harmful
323,180,27,70,Harmful
171,43,36,70,Safe
258,71,31,68,Moderate
326,197,42,67,Harmful
206,116,32,53,Moderate
440,210,36,68,Harmful
429,221,28,53,Harmful
373,187,25,32,Harmful
115,49,42,57,Safe
249,81,31,55,Moderate
166,45,37,65,Safe
113,32,33,38,Safe
145,65,37,52,Safe
181,65,37,66,Safe
415,161,40,32,Harmful
208,125,29,31,Moderate
254,93,28,66,Moderate
320,208,41,55,Harmful
261,129,29,73,Moderate
135,35,41,52,Safe
342,237,37,34,Harmful
346,206,39,73,Harmful
395,200,39,60,Harmful
361,151,37,75,Harmful
343,229,36,71,Harmful
405,228,39,66,Harmful
234,95,37,30,Moderate
127,62,33,72,Safe
104,55,40,37,Safe
212,139,31,35,Moderate
125,23,24,50,Safe
187,49,42,48,Safe
276,128,30,32,Moderate
286,92,33,50,Moderate
140,32,28,73,Safe
330,205,32,56,Harmful
269,126,42,61,Moderate
328,252,26,35,Harmful
411,156,32,57,Harmful
382,182,34,54,Harmful
214,122,39,65,Moderate
432,172,36,60,Harmful
171,61,41,34,Safe
150,63,29,51,Safe
114,37,34,53,Safe
408,253,33,70,Harmful
172,46,36,37,Safe
186,64,38,36,Safe
113,56,32,43,Safe
185,58,37,70,Safe
145,32,35,39,Safe
339,153,34,40,Harmful
419,159,35,30,Harmful
390,198,28,64,Harmful
119,59,26,47,Safe
254,134,29,48,Moderate
159,45,42,41,Safe
250,104,38,43,Moderate
355,219,36,52,Harmful
256,106,40,63,Moderate
436,231,37,52,Harmful
182,52,31,62,Safe
204,124,27,60,Moderate
311,163,25,75,Harmful
315,207,36,56,Harmful
204,80,38,74,Moderate
363,205,29,72,Harmful
269,120,31,74,Moderate
224,80,26,32,Moderate
372,253,25,53,Harmful
238,136,38,50,Moderate
398,207,34,35,Harmful
248,93,40,49,Moderate
127,21,34,40,Safe
389,202,26,52,Harmful
203,119,25,53,Moderate
134,36,32,69,Safe
232,90,31,61,Moderate
332,244,33,64,Harmful
165,62,28,65,Safe
148,51,38,36,Safe
226,94,31,59,Moderate
450,187,40,73,Harmful
118,24,35,47,Safe
290,83,30,56,Moderate
440,254,31,49,Harmful
102,20,35,71,Safe
277,81,39,64,Moderate
431,253,30,30,Harmful
276,124,39,75,Moderate
328,246,41,52,Harmful
266,71,27,43,Moderate
143,64,37,40,Safe
382,156,37,52,Harmful
240,137,41,41,Moderate
160,36,25,50,Safe
200,129,29,72,Moderate
107,37,24,75,Safe
350,235,37,47,Harmful
224,133,25,71,Moderate
390,229,39,62,Harmful
187,57,38,41,Safe
122,40,33,51,Safe
100,40,34,67,Safe
137,58,36,56,Safe
190,51,40,71,Safe
288,140,27,71,Moderate
217,131,30,43,Moderate
111,33,41,56,Safe
134,37,40,48,Safe
158,64,37,71,Safe
238,122,33,63,Moderate
300,157,35,74,Harmful
274,117,39,53,Moderate
280,127,29,48,Moderate
160,32,24,49,Safe
315,166,34,45,Harmful
153,60,39,70,Safe
116,51,39,46,Safe
267,129,36,34,Moderate
111,37,37,60,Safe
143,41,25,44,Safe
303,255,38,33,Harmful
410,258,31,70,Harmful
203,85,42,48,Moderate
179,39,32,44,Safe
213,125,30,49,Moderate
429,229,26,38,Harmful
204,90,24,61,Moderate
253,124,30,53,Moderate
151,52,31,53,Safe
255,124,31,73,Moderate
174,40,29,36,Safe
142,35,42,37,Safe
339,237,30,75,Harmful
414,182,40,50,Harmful
402,170,40,75,Harmful
239,93,24,52,Moderate
350,224,29,64,Harmful
222,96,25,37,Moderate
187,64,30,35,Safe
331,153,41,61,Harmful
138,32,39,73,Safe
256,109,29,74,Moderate
273,116,26,39,Moderate
290,113,25,32,Moderate
207,118,30,43,Moderate
274,130,40,63,Moderate
307,174,27,42,Harmful
112,64,39,55,Safe
306,184,28,60,Harmful
177,34,25,51,Safe
142,33,28,75,Safe
222,104,42,50,Moderate
106,25,36,48,Safe
229,91,31,55,Moderate
421,198,38,70,Harmful
116,28,26,48,Safe
258,81,26,30,Moderate
200,72,39,71,Moderate
408,154,40,35,Harmful
379,186,31,36,Harmful
253,102,32,50,Moderate
416,212,39,54,Harmful
368,223,39,38,Harmful
120,65,37,71,Safe
227,70,26,47,Moderate
365,233,38,52,Harmful
410,212,42,30,Harmful
365,153,36,31,Harmful
438,158,24,75,Harmful
157,61,38,65,Safe
435,155,32,43,Harmful
249,92,41,43,Moderate
306,236,40,61,Harmful
341,245,32,66,Harmful
122,58,24,48,Safe
409,155,32,52,Harmful
184,56,30,60,Safe
288,106,37,35,Moderate
444,191,25,42,Harmful
158,58,33,67,Safe
389,237,40,63,Harmful
151,50,24,49,Safe
124,29,34,65,Safe
201,77,42,40,Moderate
415,226,31,65,Harmful
138,22,28,65,Safe
376,219,35,64,Harmful
216,117,34,69,Moderate
214,74,25,47,Moderate
315,223,25,70,Harmful
273,122,34,74,Moderate
124,53,40,64,Safe
269,110,41,75,Moderate
169,27,40,69,Safe
440,247,32,66,Harmful
330,154,41,62,Harmful
170,31,26,34,Safe
235,70,29,31,Moderate
117,21,36,43,Safe
189,21,39,71,Safe
229,139,37,54,Moderate
228,85,38,30,Moderate
158,38,32,75,Safe
112,63,30,56,Safe
201,90,30,44,Moderate
101,41,42,37,Safe
319,199,39,56,Harmful
316,216,36,62,Harmful
181,42,36,52,Safe
427,174,29,61,Harmful
327,226,36,42,Harmful
245,92,24,44,Moderate
180,42,28,34,Safe
394,194,41,63,Harmful
370,259,32,56,Harmful
282,91,25,50,Moderate
142,27,33,49,Safe
135,53,26,38,Safe
417,195,25,56,Harmful
245,135,32,49,Moderate
103,32,39,74,Safe
167,21,29,52,Safe
156,32,29,39,Safe
373,244,24,67,Harmful
286,81,26,46,Moderate
271,130,35,66,Moderate
222,124,40,48,Moderate
306,184,33,50,Harmful
340,163,27,51,Harmful
150,47,37,38,Safe
167,40,32,45,Safe
208,128,39,49,Moderate
255,100,37,52,Moderate
281,137,29,68,Moderate
160,26,41,71,Safe
123,41,30,50,Safe
163,60,30,74,Safe
385,233,31,60,Harmful
306,236,29,67,Harmful
300,223,34,52,Harmful
140,20,34,68,Safe
154,41,27,31,Safe
249,126,40,56,Moderate
141,50,34,60,Safe
390,231,26,48,Harmful
319,185,40,69,Harmful
225,138,41,50,Moderate
212,120,34,34,Moderate
416,197,27,57,Harmful
390,258,39,74,Harmful
102,37,40,67,Safe
261,116,25,41,Moderate
150,40,36,56,Safe
150,51,36,47,Safe
103,27,39,66,Safe
436,252,35,52,Harmful
100,54,25,31,Safe
187,54,30,45,Safe
354,164,37,31,Harmful
247,71,25,73,Moderate
317,222,39,63,Harmful
122,32,26,52,Safe
242,140,25,47,Moderate
108,25,40,30,Safe
210,138,33,30,Moderate
184,28,25,42,Safe
180,65,39,71,Safe
389,211,35,58,Harmful
182,52,32,62,Safe
282,120,39,48,Moderate
378,252,35,43,Harmful
179,46,34,33,Safe
177,57,30,72,Safe
229,82,32,68,Moderate
425,189,42,63,Harmful
216,130,34,35,Moderate
184,36,32,65,Safe
104,34,33,43,Safe
416,166,39,65,Harmful
145,58,37,44,Safe
356,179,39,35,Harmful
441,154,34,41,Harmful
185,40,29,52,Safe
413,183,37,73,Harmful
432,168,27,67,Harmful
337,191,42,58,Harmful
310,234,33,69,Harmful
269,138,36,48,Moderate
270,119,39,53,Moderate
127,28,39,32,Safe
189,63,28,50,Safe
202,136,27,57,Moderate
147,45,28,38,Safe
353,155,25,56,Harmful
323,172,39,35,Harmful
226,88,36,71,Moderate
149,40,35,32,Safe
277,112,35,54,Moderate
201,76,29,47,Moderate
261,97,27,51,Moderate
360,252,30,74,Harmful
412,175,39,46,Harmful
281,71,38,59,Moderate
250,138,35,56,Moderate
120,32,38,44,Safe
203,71,27,64,Moderate
290,137,29,39,Moderate
267,72,27,64,Moderate
235,102,30,31,Moderate
349,194,40,63,Harmful
132,58,39,65,Safe
450,212,42,69,Harmful
258,85,36,41,Moderate
145,63,39,64,Safe
130,49,26,57,Safe
153,58,29,59,Safe
202,85,39,32,Moderate
362,172,24,54,Harmful
400,151,34,74,Harmful
232,91,37,33,Moderate
316,180,42,74,Harmful
134,63,42,64,Safe
383,155,34,34,Harmful
133,59,31,59,Safe
165,45,24,37,Safe
257,96,35,71,Moderate
177,52,28,31,Safe
124,54,30,47,Safe
222,104,28,57,Moderate
111,33,41,31,Safe
103,47,24,42,Safe
423,214,33,35,Harmful
147,22,30,44,Safe
257,85,31,50,Moderate
180,59,24,36,Safe
351,214,36,33,Harmful
237,106,37,68,Moderate
364,213,40,58,Harmful
268,80,28,53,Moderate
368,198,33,64,Harmful
265,126,37,41,Moderate
242,91,30,39,Moderate
188,23,32,52,Safe
290,107,41,62,Moderate
430,222,32,60,Harmful
109,39,40,53,Safe
212,86,26,36,Moderate
263,100,26,35,Moderate
171,47,27,41,Safe
132,24,38,55,Safe
376,189,38,65,Harmful
245,107,38,65,Moderate
112,52,42,50,Safe
263,136,26,32,Moderate
118,27,26,32,Safe
213,117,29,58,Moderate
348,229,25,65,Harmful
258,135,39,38,Moderate
285,138,41,63,Moderate
126,47,29,50,Safe
371,177,27,72,Harmful
174,51,34,45,Safe
260,98,26,34,Moderate
446,216,31,57,Harmful
420,153,25,48,Harmful
185,41,39,39,Safe
190,25,38,37,Safe
371,218,30,43,Harmful
221,107,26,61,Moderate
214,120,38,57,Moderate
361,255,28,41,Harmful
404,195,42,32,Harmful
236,125,42,73,Moderate
188,43,37,63,Safe
119,40,39,39,Safe
179,48,34,62,Safe
131,36,33,54,Safe
328,210,41,56,Harmful
273,80,24,55,Moderate
257,115,38,34,Moderate
106,36,32,33,Safe
384,177,37,64,Harmful
167,63,27,37,Safe
428,164,39,55,Harmful
354,204,40,59,Harmful
255,95,32,75,Moderate
114,51,38,71,Safe
203,122,40,38,Moderate
180,57,36,71,Safe
266,119,29,47,Moderate
431,260,37,72,Harmful
434,194,38,68,Harmful
121,23,36,51,Safe
207,70,28,53,Moderate
428,174,25,33,Harmful
387,185,42,30,Harmful
179,47,25,74,Safe
112,39,30,68,Safe
110,23,32,34,Safe
365,195,34,35,Harmful
216,77,42,37,Moderate
149,35,41,70,Safe
102,59,35,50,Safe
366,242,33,46,Harmful
165,56,26,57,Safe
231,72,39,72,Moderate
449,225,28,31,Harmful
115,23,28,30,Safe
121,56,31,41,Safe
139,27,37,62,Safe
206,102,38,35,Moderate
224,83,38,38,Moderate
420,260,25,61,Harmful
247,92,36,73,Moderate
176,52,38,50,Safe
151,47,24,40,Safe
430,164,30,66,Harmful
401,179,31,42,Harmful
410,153,24,70,Harmful
440,201,26,31,Harmful
112,40,41,45,Safe
308,214,33,44,Harmful
438,241,28,73,Harmful
108,60,38,70,Safe
404,221,39,68,Harmful
422,199,41,55,Harmful
211,131,35,64,Moderate
376,260,25,39,Harmful
378,233,36,71,Harmful
284,92,29,44,Moderate
370,227,37,33,Harmful
266,113,27,35,Moderate
308,214,33,64,Harmful
434,164,41,60,Harmful
257,117,28,49,Moderate
131,21,30,54,Safe
216,108,32,53,Moderate
129,50,41,33,Safe
116,24,28,70,Safe
323,259,26,56,Harmful
356,207,39,39,Harmful
175,62,37,73,Safe
397,166,39,43,Harmful
109,40,31,32,Safe
246,73,24,35,Moderate
283,75,42,47,Moderate
280,103,30,39,Moderate
374,250,29,45,Harmful
290,124,39,43,Moderate
151,58,34,32,Safe
436,156,38,63,Harmful
166,26,38,46,Safe
121,64,27,35,Safe
185,42,39,42,Safe
100,42,26,66,Safe
320,249,42,32,Harmful
103,63,29,40,Safe
222,80,26,36,Moderate
401,173,28,42,Harmful
312,245,41,73,Harmful
388,229,24,47,Harmful
282,111,34,72,Moderate
157,43,36,47,Safe
175,52,25,52,Safe
107,60,37,35,Safe
167,25,41,59,Safe
161,63,30,64,Safe
375,196,38,73,Harmful
187,59,27,30,Safe
218,126,32,70,Moderate
234,89,24,56,Moderate
409,199,28,67,Harmful
284,128,31,51,Moderate
316,162,38,34,Harmful
317,165,32,60,Harmful
200,98,41,35,Moderate
142,24,35,63,Safe
151,34,41,40,Safe
106,37,27,44,Safe
119,60,36,58,Safe
240,113,30,34,Moderate
189,26,29,32,Safe
365,170,40,54,Harmful
162,39,37,42,Safe
261,71,36,69,Moderate
310,169,38,58,Harmful
120,45,38,71,Safe
127,41,37,64,Safe
163,21,35,39,Safe
233,129,36,34,Moderate
392,169,27,68,Harmful
354,171,38,71,Harmful
209,130,35,57,Moderate
153,48,32,51,Safe
170,60,26,44,Safe
162,55,29,40,Safe
189,29,26,45,Safe
242,121,31,40,Moderate
347,238,41,51,Harmful
445,158,24,39,Harmful
104,27,38,69,Safe
109,59,26,71,Safe
255,137,27,36,Moderate
244,123,33,65,Moderate
125,29,38,48,Safe
370,229,33,37,Harmful
170,35,27,38,Safe
317,204,27,67,Harmful
276,101,32,51,Moderate
215,98,35,37,Moderate
131,56,42,66,Safe
168,23,32,47,Safe
222,117,40,49,Moderate
273,138,40,52,Moderate
190,45,33,65,Safe
274,116,38,43,Moderate
100,26,41,67,Safe
101,55,38,57,Safe
282,93,27,65,Moderate
242,129,28,55,Moderate
141,32,32,69,Safe
117,55,41,40,Safe
269,139,36,72,Moderate
244,103,41,33,Moderate
225,92,27,74,Moderate
276,132,26,62,Moderate
266,118,30,33,Moderate
427,160,25,52,Harmful
213,71,35,53,Moderate
286,74,28,58,Moderate
448,198,31,41,Harmful
218,77,27,34,Moderate
218,93,34,42,Moderate
153,46,36,35,Safe
286,114,29,44,Moderate
231,92,28,62,Moderate
133,63,40,43,Safe
144,53,38,72,Safe
309,188,28,71,Harmful
167,54,40,44,Safe
131,52,25,49,Safe
132,21,40,61,Safe
347,218,37,43,Harmful
348,211,30,33,Harmful
342,250,40,59,Harmful
162,33,30,75,Safe
212,77,40,62,Moderate
317,177,29,64,Harmful
290,105,39,44,Moderate
129,61,32,30,Safe
372,235,24,72,Harmful
169,31,35,51,Safe
396,258,39,63,Harmful
212,134,31,43,Moderate
200,140,32,46,Moderate
286,136,40,37,Moderate
122,30,33,48,Safe
398,185,41,70,Harmful
423,176,35,51,Harmful
446,241,39,69,Harmful
435,253,24,54,Harmful
187,50,30,56,Safe
288,113,27,71,Moderate
360,207,26,32,Harmful
395,246,35,69,Harmful
401,224,38,71,Harmful
418,235,25,60,Harmful
102,38,26,58,Safe
160,25,34,71,Safe
219,93,27,73,Moderate
344,152,25,58,Harmful
180,59,27,63,Safe
221,87,40,38,Moderate
405,239,32,36,Harmful
147,28,39,55,Safe
366,215,29,52,Harmful
102,27,38,44,Safe
283,86,27,51,Moderate
172,25,35,62,Safe
323,183,31,68,Harmful
335,210,39,31,Harmful
274,87,36,66,Moderate
396,247,40,50,Harmful
406,168,38,69,Harmful
162,61,29,59,Safe
306,223,33,31,Harmful
287,84,38,75,Moderate
107,21,34,57,Safe
355,154,41,49,Harmful
156,30,32,45,Safe
249,92,24,74,Moderate
214,99,28,32,Moderate
300,190,32,46,Harmful
258,132,28,66,Moderate
256,136,29,60,Moderate
372,173,33,69,Harmful
288,114,39,35,Moderate
264,91,39,60,Moderate
404,233,33,40,Harmful
215,132,33,59,Moderate
380,169,34,51,Harmful
117,30,31,50,Safe
142,62,24,34,Safe
250,131,28,40,Moderate
377,162,25,59,Harmful
239,84,41,30,Moderate
152,51,36,75,Safe
247,134,42,66,Moderate
328,205,41,50,Harmful
424,228,38,37,Harmful
230,76,33,65,Moderate
134,63,30,47,Safe
156,26,24,41,Safe
312,200,33,69,Harmful
376,258,37,75,Harmful
219,130,24,37,Moderate
415,171,38,37,Harmful
340,227,28,74,Harmful
406,224,42,37,Harmful
404,163,28,67,Harmful
200,121,36,30,Moderate
284,101,32,63,Moderate
362,174,41,56,Harmful
186,64,35,58,Safe
205,88,24,60,Moderate
429,158,30,68,Harmful
150,36,37,41,Safe
415,164,26,74,Harmful
343,204,25,52,Harmful
324,205,28,65,Harmful
156,51,24,73,Safe
403,240,41,55,Harmful
346,165,27,65,Harmful
135,35,32,32,Safe
344,196,30,40,Harmful
121,32,27,44,Safe
228,109,24,55,Moderate
174,48,31,53,Safe
168,61,32,41,Safe
158,54,37,62,Safe
236,109,33,62,Moderate
100,45,40,50,Safe
146,46,32,34,Safe
366,251,27,72,Harmful
279,100,38,32,Moderate
185,53,36,45,Safe
403,171,30,74,Harmful
145,56,29,48,Safe
110,28,38,44,Safe
244,112,28,46,Moderate
203,134,31,39,Moderate
282,96,24,68,Moderate
114,57,40,73,Safe
235,88,42,59,Moderate
259,90,39,67,Moderate
126,65,39,36,Safe
258,139,27,64,Moderate
218,110,25,35,Moderate
201,126,29,43,Moderate
136,63,26,30,Safe
151,23,41,30,Safe
244,113,25,52,Moderate
428,170,33,68,Harmful
344,206,38,50,Harmful
130,55,37,75,Safe
123,27,40,46,Safe
141,59,29,45,Safe
100,38,28,40,Safe
111,49,25,55,Safe
438,195,38,75,Harmful
222,71,29,42,Moderate
114,21,42,73,Safe
357,239,29,37,Harmful
231,94,29,62,Moderate
170,62,36,62,Safe
244,137,34,48,Moderate
373,169,25,58,Harmful
150,48,42,54,Safe
211,108,36,35,Moderate
280,74,34,61,Moderate
387,238,32,63,Harmful
448,154,26,65,Harmful
152,41,24,40,Safe
190,34,30,57,Safe
344,153,24,59,Harmful
149,40,28,44,Safe
218,140,28,61,Moderate
357,192,40,59,Harmful
258,120,30,44,Moderate
415,231,24,49,Harmful
262,96,37,65,Moderate
177,23,26,68,Safe
154,47,24,43,Safe
276,87,25,75,Moderate
267,100,40,69,Moderate
161,24,39,60,Safe
274,120,39,56,Moderate
418,177,29,66,Harmful
315,208,33,57,Harmful
263,125,32,72,Moderate
277,140,32,68,Moderate
428,163,41,63,Harmful
282,97,34,69,Moderate
314,204,34,30,Harmful
145,23,40,51,Safe
373,153,24,40,Harmful
149,47,33,69,Safe
221,131,31,38,Moderate
216,104,25,35,Moderate
418,159,36,47,Harmful
422,227,33,36,Harmful
328,220,32,61,Harmful
234,123,31,75,Moderate
252,130,41,70,Moderate
142,65,33,69,Safe
334,168,25,63,Harmful
290,112,32,47,Moderate
337,172,35,43,Harmful
329,177,31,61,Harmful
242,73,25,43,Moderate
163,60,35,33,Safe
257,96,39,58,Moderate
276,79,24,50,Moderate
109,53,38,73,Safe
161,52,25,32,Safe
314,158,31,31,Harmful
205,110,42,50,Moderate
442,182,24,41,Harmful
112,54,39,39,Safe
346,164,30,49,Harmful
276,85,36,34,Moderate
441,252,37,62,Harmful
160,38,33,34,Safe
162,23,41,51,Safe
258,91,25,68,Moderate
429,209,40,61,Harmful
159,23,30,73,Safe
412,205,25,70,Harmful
163,35,41,62,Safe
266,118,35,67,Moderate
447,209,41,49,Harmful
308,153,33,31,Harmful
300,215,40,40,Harmful
316,252,42,64,Harmful
401,179,27,71,Harmful
245,75,33,57,Moderate
222,104,28,53,Moderate
106,37,28,49,Safe
215,136,30,68,Moderate
314,258,27,36,Harmful
169,35,36,50,Safe
424,245,41,55,Harmful
311,231,26,50,Harmful
392,201,41,72,Harmful
425,201,31,32,Harmful
269,72,37,30,Moderate
152,51,38,44,Safe
274,139,33,50,Moderate
377,174,33,69,Harmful
288,133,37,72,Moderate
237,123,25,30,Moderate
155,55,31,36,Safe
264,111,31,66,Moderate
239,117,26,67,Moderate
373,207,31,73,Harmful
442,251,29,54,Harmful
346,165,41,50,Harmful
441,232,36,48,Harmful
231,131,41,41,Moderate
289,71,40,52,Moderate
150,46,42,38,Safe
209,93,27,62,Moderate
241,125,37,48,Moderate
180,48,41,46,Safe
200,94,24,32,Moderate
357,186,37,46,Harmful
135,46,25,68,Safe
108,22,35,51,Safe
245,116,39,69,Moderate
304,164,24,55,Harmful
442,240,36,70,Harmful
262,72,34,72,Moderate
247,81,31,74,Moderate
316,203,36,35,Harmful
328,231,30,72,Harmful
158,51,35,70,Safe
130,64,35,66,Safe
111,36,37,74,Safe
114,22,33,31,Safe
221,78,37,52,Moderate
183,45,30,44,Safe
389,154,41,57,Harmful
102,21,30,43,Safe
104,51,38,45,Safe
220,101,26,55,Moderate
258,79,34,63,Moderate
135,34,30,70,Safe
206,84,26,62,Moderate
122,30,28,72,Safe
336,199,33,42,Harmful
116,45,38,49,Safe
241,75,37,45,Moderate
420,248,36,69,Harmful
166,61,40,59,Safe
276,95,27,46,Moderate
180,41,28,65,Safe
230,71,36,41,Moderate
231,125,37,51,Moderate
163,54,30,53,Safe
164,48,29,57,Safe
237,136,41,47,Moderate
182,63,37,71,Safe
245,96,27,75,Moderate
317,186,37,50,Harmful
159,43,40,46,Safe
213,104,37,74,Moderate
424,158,29,65,Harmful
358,245,42,54,Harmful
124,62,29,50,Safe
268,97,26,42,Moderate
283,80,29,63,Moderate
151,39,37,41,Safe
139,32,37,67,Safe
307,184,37,58,Harmful
247,110,36,48,Moderate
107,50,34,38,Safe
106,47,30,75,Safe
363,160,36,38,Harmful
257,129,32,61,Moderate
135,28,36,72,Safe
135,40,33,58,Safe
118,34,31,45,Safe
172,37,32,63,Safe
160,38,34,50,Safe
266,121,25,45,Moderate
272,108,25,74,Moderate
449,176,39,65,Harmful
114,43,41,72,Safe
415,179,35,75,Harmful
140,61,32,38,Safe
187,49,24,52,Safe
278,138,33,39,Moderate
257,118,33,58,Moderate
163,51,25,48,Safe
234,140,30,61,Moderate
150,38,34,63,Safe
225,95,24,45,Moderate
334,191,42,40,Harmful
403,196,24,66,Harmful
153,20,37,40,Safe
276,101,36,68,Moderate
403,213,33,33,Harmful
255,107,36,54,Moderate
366,151,35,45,Harmful
284,111,41,32,Moderate
265,83,31,57,Moderate
405,187,39,39,Harmful
113,30,30,39,Safe
177,65,42,38,Safe
157,51,25,48,Safe
179,48,42,39,Safe
345,248,38,54,Harmful
328,236,25,54,Harmful
163,45,25,45,Safe
264,118,35,40,Moderate
218,126,27,49,Moderate
140,34,33,34,Safe
286,123,26,64,Moderate
277,118,34,53,Moderate
330,185,37,55,Harmful
239,109,33,32,Moderate
443,186,26,71,Harmful
245,98,42,54,Moderate
324,245,30,32,Harmful
248,100,42,64,Moderate
113,30,34,69,Safe
409,176,40,72,Harmful
178,30,42,65,Safe
155,26,34,59,Safe
241,99,35,41,Moderate
271,128,27,69,Moderate
200,133,29,51,Moderate
271,128,29,37,Moderate
427,245,27,46,Harmful
341,187,40,53,Harmful
333,211,30,45,Harmful
355,200,25,40,Harmful
322,216,38,42,Harmful
100,31,33,75,Safe
103,20,29,69,Safe
129,44,40,58,Safe
318,247,38,49,Harmful
257,87,33,47,Moderate
406,188,30,54,Harmful
335,159,28,67,Harmful
103,20,31,58,Safe
134,38,41,69,Safe
107,38,31,34,Safe
108,50,39,72,Safe
126,36,38,64,Safe
321,252,41,61,Harmful
286,103,37,44,Moderate
423,247,38,65,Harmful
269,71,41,55,Moderate
135,37,31,34,Safe
190,24,39,32,Safe
324,201,25,41,Harmful
121,39,33,62,Safe
421,160,37,40,Harmful
356,170,35,61,Harmful
393,247,39,41,Harmful
303,215,40,45,Harmful
210,127,24,61,Moderate
155,35,31,46,Safe
300,166,34,70,Harmful
125,50,25,73,Safe
188,26,26,51,Safe
380,209,34,41,Harmful
430,159,30,52,Harmful
218,84,28,73,Moderate
342,180,28,70,Harmful
162,20,32,62,Safe
112,27,26,37,Safe
141,31,35,48,Safe
418,236,34,40,Harmful
215,138,28,31,Moderate
281,102,33,37,Moderate
322,220,36,74,Harmful
300,260,28,60,Harmful
406,212,33,65,Harmful
104,38,25,63,Safe
184,41,29,55,Safe
387,229,38,57,Harmful
271,92,40,69,Moderate
448,187,30,41,Harmful
342,202,38,71,Harmful
249,100,39,45,Moderate
110,63,40,74,Safe
310,247,26,62,Harmful
180,45,36,63,Safe
264,102,26,72,Moderate
420,256,38,64,Harmful
300,191,35,59,Harmful
223,132,41,37,Moderate
425,250,30,71,Harmful
249,116,33,43,Moderate
322,258,26,56,Harmful
254,78,28,57,Moderate
339,206,25,61,Harmful
117,38,28,40,Safe
328,230,34,46,Harmful
213,114,24,47,Moderate
132,54,30,48,Safe
181,52,30,74,Safe
240,116,39,62,Moderate
410,259,38,67,Harmful
272,107,34,32,Moderate
237,105,36,49,Moderate
235,106,28,68,Moderate
128,21,25,36,Safe
300,152,41,74,Harmful
209,79,31,53,Moderate
248,124,40,66,Moderate
437,167,38,51,Harmful
429,260,24,61,Harmful
181,31,33,59,Safe
315,180,40,71,Harmful
437,183,37,47,Harmful
134,56,31,47,Safe
248,115,36,41,Moderate
153,25,39,68,Safe
212,126,39,44,Moderate
204,136,37,60,Moderate
426,258,34,58,Harmful
393,257,26,72,Harmful
324,242,33,40,Harmful
386,209,31,52,Harmful
178,22,40,45,Safe
352,181,24,66,Harmful
405,210,30,73,Harmful
137,64,35,48,Safe
161,54,35,43,Safe
417,171,25,45,Harmful
310,167,41,35,Harmful
142,30,32,54,Safe
367,237,30,48,Harmful
175,20,27,31,Safe
322,248,34,65,Harmful
243,136,28,58,Moderate
288,101,28,47,Moderate
201,136,39,69,Moderate
289,108,39,61,Moderate
100,41,36,44,Safe
155,34,32,72,Safe
380,170,29,34,Harmful
105,54,29,58,Safe
316,159,30,38,Harmful
111,62,33,55,Safe
449,233,31,62,Harmful
111,46,39,51,Safe
138,55,32,74,Safe
214,134,29,70,Moderate
103,28,25,66,Safe
144,24,33,55,Safe
129,27,25,40,Safe
268,70,42,40,Moderate
248,82,32,39,Moderate
305,200,26,71,Harmful
285,113,39,45,Moderate
425,162,38,35,Harmful
162,60,24,65,Safe
228,92,35,49,Moderate
212,129,26,54,Moderate
387,160,42,48,Harmful
370,182,34,59,Harmful
283,133,31,74,Moderate
286,123,38,55,Moderate
118,63,33,75,Safe
373,209,28,48,Harmful
422,179,34,31,Harmful
149,49,34,50,Safe
180,25,42,54,Safe
207,96,29,58,Moderate
270,77,27,39,Moderate
154,35,31,54,Safe
261,93,36,42,Moderate
373,163,42,72,Harmful
435,237,34,56,Harmful
228,77,28,48,Moderate
102,23,35,66,Safe
238,134,38,38,Moderate
214,124,27,51,Moderate
430,228,35,61,Harmful
257,129,30,56,Moderate
240,106,26,37,Moderate
114,40,40,68,Safe
354,157,36,64,Harmful
436,184,26,33,Harmful
373,254,36,61,Harmful
258,99,35,48,Moderate
201,72,27,55,Moderate
217,80,27,46,Moderate
165,62,24,75,Safe
257,132,36,42,Moderate
173,50,25,48,Safe
318,151,30,41,Harmful
162,45,31,47,Safe
365,221,29,74,Harmful
249,136,32,31,Moderate
153,44,33,64,Safe
233,120,25,44,Moderate
224,81,40,37,Moderate
262,116,31,47,Moderate
100,39,30,35,Safe
430,226,38,54,Harmful
387,219,40,62,Harmful
235,126,28,64,Moderate
269,90,38,37,Moderate
300,206,40,62,Harmful
450,219,40,42,Harmful
272,87,25,57,Moderate
176,61,24,65,Safe
263,107,26,69,Moderate
164,57,24,75,Safe
215,75,24,71,Moderate
222,135,41,44,Moderate
278,134,30,41,Moderate
157,64,39,56,Safe
163,46,37,37,Safe
242,116,33,56,Moderate
324,185,36,37,Harmful
183,51,33,56,Safe
112,30,30,64,Safe
213,106,26,54,Moderate
237,111,26,40,Moderate
247,114,33,38,Moderate
309,236,35,35,Harmful
